cl_diagnose_conversie_begindatum|cl_diagnose_conversie_einddatum|cl_D5_diagnose_code|cl_diagnose_code|cl_diagnose_conversie_mutatie
20170101|99991231|D5_22.08.04|as4_109|
20170101|99991231|D5_22.08.05|as4_109|
20170101|99991231|D5_22.08.06|as4_109|
20170101|99991231|D5_22.08.07|as4_109|
20170101|99991231|D5_22.08.08|as4_109|
20170101|99991231|D5_22.09.01|as4_109|
20170101|99991231|D5_22.09.02|as4_109|
20170101|99991231|D5_22.09.03|as4_109|
20170101|99991231|D5_22.09.04|as4_109|
20170101|99991231|D5_22.09.05|as4_109|
20170101|99991231|D5_22.09.06|as1_17.06.03|
20170101|99991231|D5_22.09.07|as1_17.06.04|
20170101|99991231|D5_22.10.01|as4_107|
20170101|99991231|D5_22.10.02|as4_107|
20170101|99991231|D5_22.11.01|as1_17.06.01|
20170101|99991231|D5_22.11.02|as1_17.06.01|
20170101|99991231|D5_22.11.03|as1_17.06.02|
20170101|99991231|D5_22.11.04|as1_17.06.01|
20170101|99991231|D5_22.11.05|as2_17.01|
20170101|99991231|D5_3.01.01.01|as1_6.02.01.03.01|
20170101|99991231|D5_3.01.01.02|as1_6.02.01.03.02|
20170101|99991231|D5_3.01.01.03|as1_6.02.01.03.03|
20170101|99991231|D5_3.01.01.04|as1_6.02.01.03.04|
20170101|99991231|D5_3.01.01.05|as1_6.02.01.03.05|
20170101|99991231|D5_3.01.01.06|as1_6.02.01.03.06|
20170101|99991231|D5_3.01.01.07|as1_6.02.01.03.07|
20170101|99991231|D5_3.01.02|as1_6.02.01.02|
20170101|99991231|D5_3.01.02.01|as1_6.02.01.02|
20170101|99991231|D5_3.01.02.02|as1_6.02.01.02|
20170101|99991231|D5_3.01.02.03|as1_6.02.01.02|
20170101|99991231|D5_3.01.03.01|as1_6.02.01.05.01|
20170101|99991231|D5_3.01.03.02|as1_6.02.01.05.02|
20170101|99991231|D5_3.01.03.03|as1_6.02.01.05.03|
20170101|99991231|D5_3.01.03.04|as1_6.02.01.05.04|
20170101|99991231|D5_3.01.03.05|as1_6.02.01.05.05|
20170101|99991231|D5_3.01.03.06|as1_6.02.01.05.06|
20170101|99991231|D5_3.01.03.07|as1_6.02.01.05.07|
20170101|99991231|D5_3.01.03.08|as1_6.02.01.06|
20170101|99991231|D5_3.02|as1_6.02.02|
20170101|99991231|D5_3.02.01|as1_6.02.02.01|
20170101|99991231|D5_3.02.02|as1_6.02.02.02|
20170101|99991231|D5_3.03|as1_6.02.03|
20170101|99991231|D5_3.04.01|as1_6.02.06.01|
20170101|99991231|D5_3.04.01.01|as1_6.02.06.01.04|
20170101|99991231|D5_3.04.01.02|as1_6.02.06.01.05|
20170101|99991231|D5_3.04.02|as1_6.02.06.07|
20170101|99991231|D5_3.04.02.01|as1_6.02.06.07.04|
20170101|99991231|D5_3.04.03|as1_6.02.06.04|
20170101|99991231|D5_3.04.03.01|as1_6.02.06.04.04|
20170101|99991231|D5_3.04.04|as1_6.02.06.08|
20170101|99991231|D5_3.04.04.01|as1_6.02.06.08.04|
20170101|99991231|D5_3.04.04.02|as1_6.02.06.08.05|
20170101|99991231|D5_3.04.05|as1_6.02.06.02|
20170101|99991231|D5_3.04.05.01|as1_6.02.06.02.04|
20170101|99991231|D5_3.04.05.02|as1_6.02.06.02.05|
20170101|99991231|D5_3.04.06|as1_6.02.06.03|
20170101|99991231|D5_3.04.06.01|as1_6.02.06.03.04|
20170101|99991231|D5_3.04.06.02|as1_6.02.06.03.05|
20170101|99991231|D5_3.04.07|as1_6.02.06.09|
20170101|99991231|D5_3.04.07.01|as1_6.02.06.09.04|
20170101|99991231|D5_3.04.07.02|as1_6.02.06.09.05|
20170101|99991231|D5_3.05|as1_6.02.05|
20170101|99991231|D5_3.05.01|as1_6.02.05.03|
20170101|99991231|D5_3.05.02|as1_6.02.05|
20170101|99991231|D5_3.05.03|as1_6.02.05.04|
20170101|99991231|D5_3.06.01|as1_6.02.04|
20170101|99991231|D5_3.06.02|as1_6.02.04|
20170101|99991231|D5_4.01|as1_6.01.04|
20170101|99991231|D5_4.02.01.01|as1_6.01.01.01.01|
20170101|99991231|D5_4.02.01.02|as1_6.01.01.01.02|
20170101|99991231|D5_4.02.01.03|as1_6.01.01.01.03|
20170101|99991231|D5_4.02.01.04|as1_6.01.01.01.04|
20170101|99991231|D5_4.02.01.05|as1_6.01.01.01.05|
20170101|99991231|D5_4.02.01.06|as1_6.01.01.01.06|
20170101|99991231|D5_4.02.01.07|as1_6.01.01.01.07|
20170101|99991231|D5_4.02.02.01|as1_6.01.01.02.01|
20170101|99991231|D5_4.02.02.02|as1_6.01.01.02.02|
20170101|99991231|D5_4.02.02.03|as1_6.01.01.02.03|
20170101|99991231|D5_4.02.02.04|as1_6.01.01.02.04|
20170101|99991231|D5_4.02.02.05|as1_6.01.01.02.05|
20170101|99991231|D5_4.02.02.06|as1_6.01.01.02.06|
20170101|99991231|D5_4.02.02.07|as1_6.01.01.02.07|
20170101|99991231|D5_4.03|as1_6.01.02|
20170101|99991231|D5_4.03.01|as1_6.01.02.01|
20170101|99991231|D5_4.03.02|as1_6.01.02.02|
20170101|99991231|D5_4.03.03|as1_6.01.02.03|
20170101|99991231|D5_4.04|as1_6.01.05|
20170101|99991231|D5_4.05.01|as1_4.01.02.08|
20170101|99991231|D5_4.05.01.01|as1_4.01.02.08|
20170101|99991231|D5_4.05.01.02|as1_4.01.02.08|
20170101|99991231|D5_4.05.02|as1_4.10.02.04|
20170101|99991231|D5_4.05.02.01|as1_4.10.02.04|
20170101|99991231|D5_4.05.03|as1_4.06.02.05|
20170101|99991231|D5_4.05.03.01|as1_4.06.02.05|
20170101|99991231|D5_4.05.04|as1_4.11.02.08|
20170101|99991231|D5_4.05.04.01|as1_4.11.02.08|
20170101|99991231|D5_4.05.04.02|as1_4.11.02.08|
20170101|99991231|D5_4.05.05|as1_4.02.02.05|
20170101|99991231|D5_4.05.05.01|as1_4.02.02.05|
20170101|99991231|D5_4.05.05.02|as1_4.02.02.05|
20170101|99991231|D5_4.05.06|as1_4.05.02.05|
20170101|99991231|D5_4.05.06.01|as1_4.05.02.05|
20170101|99991231|D5_4.05.06.02|as1_4.05.02.05|
20170101|99991231|D5_4.05.07|as1_4.13.02.07|
20170101|99991231|D5_4.05.07.01|as1_4.13.02.07|
20170101|99991231|D5_4.05.07.02|as1_4.13.02.07|
20170101|99991231|D5_4.06|as1_6.02.05|
20170101|99991231|D5_4.06.01|as1_6.02.05|
20170101|99991231|D5_4.06.02|as1_6.02.05|
20170101|99991231|D5_4.06.03|as1_6.02.05|
20170101|99991231|D5_4.07.01|as1_6.01.03|
20170101|99991231|D5_4.07.02|as1_6.01.03|
20170101|99991231|D5_5.01|as1_7.04|
20170101|99991231|D5_5.01.01|as1_7.04.01|
20170101|99991231|D5_5.01.02|as1_7.04.02|
20170101|99991231|D5_5.01.03|as1_7.04.03|
20170101|99991231|D5_5.01.04|as1_7.04.04|
20170101|99991231|D5_5.01.05|as1_7.04.05|
20170101|99991231|D5_5.02|as1_7.05|
20170101|99991231|D5_5.03|as1_7.01|
20170101|99991231|D5_5.04|as1_7.03|
20170101|99991231|D5_5.05|as1_7.09|
20170101|99991231|D5_5.06.01|as1_7.11.01|
20170101|99991231|D5_5.06.01.01|as1_7.11.01.05|
20170101|99991231|D5_5.06.01.02|as1_7.11.01.06|
20170101|99991231|D5_5.06.02|as1_7.11.03|
20170101|99991231|D5_5.06.02.01|as1_7.11.03.05|
20170101|99991231|D5_5.06.03|as1_7.11.04|
20170101|99991231|D5_5.06.03.01|as1_7.11.04.05|
20170101|99991231|D5_5.06.04|as1_7.11.08|
20170101|99991231|D5_5.06.04.01|as1_7.11.08.05|
20170101|99991231|D5_5.06.05|as1_7.11.06|
20170101|99991231|D5_5.06.05.01|as1_7.11.06.05|
20170101|99991231|D5_5.06.06|as1_7.11.07|
20170101|99991231|D5_5.06.06.01|as1_7.11.07.05|
20170101|99991231|D5_5.06.07|as1_7.11.10|
20170101|99991231|D5_5.06.07.01|as1_7.11.10.05|
20170101|99991231|D5_5.06.07.02|as1_7.11.10.06|
20170101|99991231|D5_5.06.08|as1_7.11.09|
20170101|99991231|D5_5.06.08.01|as1_7.11.09.06|
20170101|99991231|D5_5.06.09|as1_7.11.02|
20170101|99991231|D5_5.06.09.01|as1_7.11.02.05|
20170101|99991231|D5_5.06.09.02|as1_7.11.02.06|
20170101|99991231|D5_5.06.10|as1_7.11.05|
20170101|99991231|D5_5.06.10.01|as1_7.11.05.05|
20170101|99991231|D5_5.06.10.02|as1_7.11.05.06|
20170101|99991231|D5_5.06.11|as1_7.11.10|
20170101|99991231|D5_5.06.11.01|as1_7.11.10.05|
20170101|99991231|D5_5.06.11.02|as1_7.11.10.06|
20170101|99991231|D5_5.07|as1_7.10|
20170101|99991231|D5_5.08.01|as1_7.12|
20170101|99991231|D5_5.08.02|as1_7.12|
20170101|99991231|D5_5.09.01|as1_1.09.01|
20170101|99991231|D5_5.09.02|as1_1.09.02|
20170101|99991231|D5_6.01|as1_7.06|
20170101|99991231|D5_6.01.01|as1_7.06.01|
20170101|99991231|D5_6.02|as1_7.06.02|
20170101|99991231|D5_6.02.01|as1_7.06.02.01|
20170101|99991231|D5_6.03|as1_8.06|
20170101|99991231|D5_6.04|as1_14.05|
20170101|99991231|D5_6.05|as1_14.07|
20170101|99991231|D5_6.05.01|as1_14.07.01|
20170101|99991231|D5_6.06.01|as1_7.11.02|
20170101|99991231|D5_6.06.01.01|as1_7.11.02.05|
20170101|99991231|D5_6.06.01.02|as1_7.11.02.06|
20170101|99991231|D5_6.06.02|as1_7.11.05|
20170101|99991231|D5_6.06.02.01|as1_7.11.05.05|
20170101|99991231|D5_6.06.02.02|as1_7.11.05.06|
20170101|99991231|D5_6.06.03|as1_7.11.10|
20170101|99991231|D5_6.06.03.01|as1_7.11.10.05|
20170101|99991231|D5_6.06.03.02|as1_7.11.10.06|
20170101|99991231|D5_6.07|as1_7.10|
20170101|99991231|D5_6.08.01|as1_7.12|
20170101|99991231|D5_6.08.02|as1_7.12|
20170101|99991231|D5_7.01.01|as1_7.07|
20170101|99991231|D5_7.01.02|as1_7.07.03|
20170101|99991231|D5_7.02|as1_7.08|
20170101|99991231|D5_7.03.01|as1_15.01.01|
20170101|99991231|D5_7.03.01.01|as1_15.01.01.01|
20170101|99991231|D5_7.03.01.02|as1_15.01.01.02|
20170101|99991231|D5_7.03.02|as1_15.01.02|
20170101|99991231|D5_7.03.02.01|as1_15.01.02.01|
20170101|99991231|D5_7.03.02.02|as1_15.01.02.02|
20170101|99991231|D5_7.03.03|as1_15.01.03|
20170101|99991231|D5_7.03.03.01|as1_15.01.03.01|
20170101|99991231|D5_7.03.03.02|as1_15.01.03.02|
20170101|99991231|D5_7.03.04|as1_15.01.04|
20170101|99991231|D5_7.03.04.01|as1_15.01.04.01|
20170101|99991231|D5_7.03.04.02|as1_15.01.04.02|
20170101|99991231|D5_7.03.05|as1_15.01.05|
20170101|99991231|D5_7.03.05.01|as1_15.01.05.01|
20170101|99991231|D5_7.03.05.02|as1_15.01.05.02|
20170101|99991231|D5_7.03.06|as1_15.01.06|
20170101|99991231|D5_7.03.06.01|as1_15.01.06.01|
20170101|99991231|D5_7.03.06.02|as1_15.01.06.02|
20170101|99991231|D5_7.03.07.01|as1_7.12|
20170101|99991231|D5_7.03.07.02|as1_7.12|
20170101|99991231|D5_7.03.08.01|as1_1.09.03.01|
20170101|99991231|D5_7.03.08.02|as1_1.09.03.02|
20170101|99991231|D5_8.01|as1_10.03|
20170101|99991231|D5_8.02|as1_10.01|
20170101|99991231|D5_8.02.01|as1_10.02|
20170101|99991231|D5_8.03|as1_10.04|
20170101|99991231|D5_8.04.01|as1_10.05|
20170101|99991231|D5_8.04.02|as1_10.05|
20170101|99991231|D5_9.01|as1_8.02|
20170101|99991231|D5_9.02|as1_8.05|
20170101|99991231|D5_9.03.01|as1_8.03.01|
20170101|99991231|D5_9.03.02|as1_8.03.01|
20170101|99991231|D5_9.03.03|as1_8.03.01|
20170101|99991231|D5_9.03.04|as1_8.03.01|
20170101|99991231|D5_9.03.05|as1_8.03.03|
20170101|99991231|D5_9.03.06|as1_8.03.02|
20170101|99991231|D5_9.03.07|as1_8.03.02|
20170101|99991231|D5_9.03.08|as1_8.03.04|
20170101|99991231|D5_9.04|as1_17.01.01.02|
20170101|99991231|D5_9.05|as1_9.01.02|
20170101|99991231|D5_9.06.01|as1_8.07|
20170101|99991231|D5_9.06.02|as1_8.07|
