cl_dbc_tarief_agb_code|cl_productgroep_code|cl_declaratiecode|cl_declaratiecode_kleur|cl_dbc_tarief_basis|cl_dbc_tarief_max|cl_dbc_nhc_tarief|cl_dbc_tarief_begindatum|cl_dbc_tarief_einddatum|cl_dbc_tarief_mutatie
0329|034198|103565|groen|2889141|0|0|20110101|20111231|
0329|034199|103566|groen|3927900|0|0|20100101|20101231|
0329|034199|103566|groen|3995303|0|0|20110101|20111231|
0329|034200|103567|groen|694700|0|0|20100101|20101231|
0329|034200|103567|groen|706620|0|0|20110101|20111231|
0329|034201|103568|groen|2667000|0|0|20100101|20101231|
0329|034201|103568|groen|2712766|0|0|20110101|20111231|
0329|034202|103569|groen|3601200|0|0|20100101|20101231|
0329|034202|103569|groen|3662997|0|0|20110101|20111231|
0329|034203|103570|groen|692300|0|0|20100101|20101231|
0329|034203|103570|groen|704179|0|0|20110101|20111231|
0329|034204|103571|groen|2703900|0|0|20100101|20101231|
0329|034204|103571|groen|2750299|0|0|20110101|20111231|
0329|034205|103572|groen|3640700|0|0|20100101|20101231|
0329|034205|103572|groen|3703175|0|0|20110101|20111231|
0329|034206|103573|groen|707500|0|0|20100101|20101231|
0329|034206|103573|groen|719640|0|0|20110101|20111231|
0329|034207|103574|groen|1139100|0|0|20100101|20101231|
0329|034207|103574|groen|1158646|0|0|20110101|20111231|
0329|034208|103575|groen|1735500|0|0|20100101|20101231|
0329|034208|103575|groen|1765281|0|0|20110101|20111231|
0329|034209|103576|groen|3702000|0|0|20100101|20101231|
0329|034209|103576|groen|3765527|0|0|20110101|20111231|
0329|034210|103577|groen|4662100|0|0|20100101|20101231|
0329|034210|103577|groen|4742103|0|0|20110101|20111231|
0329|035160|103578|groen|879600|0|0|20100101|20101231|
0329|035160|103578|groen|894693|0|0|20110101|20111231|
0329|035161|103579|groen|986100|0|0|20100101|20101231|
0329|035161|103579|groen|1003021|0|0|20110101|20111231|
0329|035162|103580|groen|873800|0|0|20100101|20101231|
0329|035162|103580|groen|888794|0|0|20110101|20111231|
0329|035163|103581|groen|952300|0|0|20100101|20101231|
0329|035163|103581|groen|968641|0|0|20110101|20111231|
0329|035164|103582|groen|1030800|0|0|20100101|20101231|
0329|035164|103582|groen|1048488|0|0|20110101|20111231|
0329|035165|103583|groen|948000|0|0|20100101|20101231|
0329|035165|103583|groen|964267|0|0|20110101|20111231|
0329|035166|103584|groen|1029700|0|0|20100101|20101231|
0329|035166|103584|groen|1047369|0|0|20110101|20111231|
0329|035167|103585|groen|921200|0|0|20100101|20101231|
0329|035167|103585|groen|937007|0|0|20110101|20111231|
0329|035168|103586|groen|974500|0|0|20100101|20101231|
0329|035168|103586|groen|991222|0|0|20110101|20111231|
0329|035169|103587|groen|976500|0|0|20100101|20101231|
0329|035169|103587|groen|993256|0|0|20110101|20111231|
0329|035170|103588|groen|3287300|0|0|20100101|20101231|
0329|035170|103588|groen|3343711|0|0|20110101|20111231|
0329|035171|103589|groen|4588600|0|0|20100101|20101231|
0329|035171|103589|groen|4667341|0|0|20110101|20111231|
0329|035172|103590|groen|982800|0|0|20100101|20101231|
0329|035172|103590|groen|999664|0|0|20110101|20111231|
0329|035173|103591|groen|2990900|0|0|20100101|20101231|
0329|035173|103591|groen|3042224|0|0|20110101|20111231|
0329|035174|103592|groen|3966200|0|0|20100101|20101231|
0329|035174|103592|groen|4034261|0|0|20110101|20111231|
0329|035175|103593|groen|1791500|0|0|20100101|20101231|
0329|035175|103593|groen|1822242|0|0|20110101|20111231|
0329|035176|103594|groen|2553000|0|0|20100101|20101231|
0329|035176|103594|groen|2596810|0|0|20110101|20111231|
0329|035177|103595|groen|3453800|0|0|20100101|20101231|
0329|035177|103595|groen|3513068|0|0|20110101|20111231|
0329|035178|103596|groen|4956100|0|0|20100101|20101231|
0329|035178|103596|groen|5041148|0|0|20110101|20111231|
0329|035179|103597|groen|3228500|0|0|20100101|20101231|
0329|035179|103597|groen|3283901|0|0|20110101|20111231|
0329|035180|103598|groen|4468000|0|0|20100101|20101231|
0329|035180|103598|groen|4544672|0|0|20110101|20111231|
0329|035181|103599|groen|978100|0|0|20100101|20101231|
0329|035181|103599|groen|994883|0|0|20110101|20111231|
0329|035182|103600|groen|3279200|0|0|20100101|20101231|
0329|035182|103600|groen|3335472|0|0|20110101|20111231|
0329|035183|103601|groen|4554900|0|0|20100101|20101231|
0329|035183|103601|groen|4633063|0|0|20110101|20111231|
0329|035184|103602|groen|974500|0|0|20100101|20101231|
0329|035184|103602|groen|991222|0|0|20110101|20111231|
0329|035185|103603|groen|4492200|0|0|20100101|20101231|
0329|035185|103603|groen|4569287|0|0|20110101|20111231|
0329|035186|103604|groen|5263100|0|0|20100101|20101231|
0329|035186|103604|groen|5353416|0|0|20110101|20111231|
0329|035187|103605|groen|3788900|0|0|20100101|20101231|
0329|035187|103605|groen|3853918|0|0|20110101|20111231|
0329|035188|103606|groen|4653100|0|0|20100101|20101231|
0329|035188|103606|groen|4732948|0|0|20110101|20111231|
0329|035189|103607|groen|875700|0|0|20100101|20101231|
0329|035189|103607|groen|890726|0|0|20110101|20111231|
0329|035190|103608|groen|1160700|0|0|20100101|20101231|
0329|035190|103608|groen|1180617|0|0|20110101|20111231|
0329|035191|103609|groen|3025300|0|0|20100101|20101231|
0329|035191|103609|groen|3077214|0|0|20110101|20111231|
0329|035192|103610|groen|4008500|0|0|20100101|20101231|
0329|035192|103610|groen|4077287|0|0|20110101|20111231|
0329|035193|103611|groen|1427200|0|0|20100101|20101231|
0329|035193|103611|groen|1451690|0|0|20110101|20111231|
0329|035194|103612|groen|2030900|0|0|20100101|20101231|
0329|035194|103612|groen|2065750|0|0|20110101|20111231|
0329|035195|103613|groen|3821700|0|0|20100101|20101231|
0329|035195|103613|groen|3887281|0|0|20110101|20111231|
0329|035196|103614|groen|4632900|0|0|20100101|20101231|
0329|035196|103614|groen|4712402|0|0|20110101|20111231|
0329|035197|103615|groen|966600|0|0|20100101|20101231|
0329|035197|103615|groen|983186|0|0|20110101|20111231|
0329|035198|103616|groen|3116900|0|0|20100101|20101231|
0329|035198|103616|groen|3170386|0|0|20110101|20111231|
0329|035199|103617|groen|4204400|0|0|20100101|20101231|
0329|035199|103617|groen|4276548|0|0|20110101|20111231|
0329|035200|103618|groen|971200|0|0|20100101|20101231|
0329|035200|103618|groen|987865|0|0|20110101|20111231|
0329|035201|103619|groen|2943500|0|0|20100101|20101231|
0329|035201|103619|groen|2994011|0|0|20110101|20111231|
0329|035202|103620|groen|3877700|0|0|20100101|20101231|
0329|035202|103620|groen|3944242|0|0|20110101|20111231|
0329|035203|103621|groen|968800|0|0|20100101|20101231|
0329|035203|103621|groen|985424|0|0|20110101|20111231|
0329|035204|103622|groen|2980400|0|0|20100101|20101231|
0329|035204|103622|groen|3031544|0|0|20110101|20111231|
0329|035205|103623|groen|3917200|0|0|20100101|20101231|
0329|035205|103623|groen|3984420|0|0|20110101|20111231|
0329|035206|103624|groen|984000|0|0|20100101|20101231|
0329|035206|103624|groen|1000885|0|0|20110101|20111231|
0329|035207|103625|groen|1415600|0|0|20100101|20101231|
0329|035207|103625|groen|1439891|0|0|20110101|20111231|
0329|035208|103626|groen|2012000|0|0|20100101|20101231|
0329|035208|103626|groen|2046526|0|0|20110101|20111231|
0329|035209|103627|groen|3978500|0|0|20100101|20101231|
0329|035209|103627|groen|4046772|0|0|20110101|20111231|
0329|035210|103628|groen|4938600|0|0|20100101|20101231|
0329|035210|103628|groen|5023348|0|0|20110101|20111231|
0329|041160|103629|groen|266400|0|0|20100101|20101231|
0329|041160|103629|groen|270970|0|0|20110101|20111231|
0329|041161|103630|groen|372900|0|0|20100101|20101231|
0329|041161|103630|groen|379298|0|0|20110101|20111231|
0329|041162|103631|groen|260600|0|0|20100101|20101231|
0329|041162|103631|groen|265071|0|0|20110101|20111231|
0329|041163|103632|groen|339100|0|0|20100101|20101231|
0329|041163|103632|groen|344918|0|0|20110101|20111231|
0329|041164|103633|groen|417600|0|0|20100101|20101231|
0329|041164|103633|groen|424765|0|0|20110101|20111231|
0329|041165|103634|groen|334800|0|0|20100101|20101231|
0329|041165|103634|groen|340544|0|0|20110101|20111231|
0329|041166|103635|groen|416500|0|0|20100101|20101231|
0329|041166|103635|groen|423646|0|0|20110101|20111231|
0329|041167|103636|groen|308000|0|0|20100101|20101231|
0329|041167|103636|groen|313284|0|0|20110101|20111231|
0329|041168|103637|groen|361300|0|0|20100101|20101231|
0329|041168|103637|groen|367499|0|0|20110101|20111231|
0329|041169|103638|groen|363300|0|0|20100101|20101231|
0329|041169|103638|groen|369533|0|0|20110101|20111231|
0329|041170|103639|groen|2674100|0|0|20100101|20101231|
0329|041170|103639|groen|2719988|0|0|20110101|20111231|
0329|041171|103640|groen|3975400|0|0|20100101|20101231|
0329|041171|103640|groen|4043618|0|0|20110101|20111231|
0329|041172|103641|groen|369600|0|0|20100101|20101231|
0329|041172|103641|groen|375941|0|0|20110101|20111231|
0329|041173|103642|groen|2377700|0|0|20100101|20101231|
0329|041173|103642|groen|2418501|0|0|20110101|20111231|
0329|041174|103643|groen|3353000|0|0|20100101|20101231|
0329|041174|103643|groen|3410538|0|0|20110101|20111231|
0329|041175|103644|groen|1178300|0|0|20100101|20101231|
0329|041175|103644|groen|1198519|0|0|20110101|20111231|
0329|041176|103645|groen|1939800|0|0|20100101|20101231|
0329|041176|103645|groen|1973087|0|0|20110101|20111231|
0329|041177|103646|groen|2840600|0|0|20100101|20101231|
0329|041177|103646|groen|2889345|0|0|20110101|20111231|
0329|041178|103647|groen|4342900|0|0|20100101|20101231|
0329|041178|103647|groen|4417425|0|0|20110101|20111231|
0329|041179|103648|groen|2615300|0|0|20100101|20101231|
0329|041179|103648|groen|2660178|0|0|20110101|20111231|
0329|041180|103649|groen|3854800|0|0|20100101|20101231|
0329|041180|103649|groen|3920949|0|0|20110101|20111231|
0329|041181|103650|groen|364900|0|0|20100101|20101231|
0329|041181|103650|groen|371160|0|0|20110101|20111231|
0329|041182|103651|groen|2666000|0|0|20100101|20101231|
0329|041182|103651|groen|2711749|0|0|20110101|20111231|
0329|041183|103652|groen|3941700|0|0|20100101|20101231|
0329|041183|103652|groen|4009340|0|0|20110101|20111231|
0329|041184|103653|groen|361300|0|0|20100101|20101231|
0329|041184|103653|groen|367499|0|0|20110101|20111231|
0329|041185|103654|groen|3879000|0|0|20100101|20101231|
0329|041185|103654|groen|3945564|0|0|20110101|20111231|
0329|041186|103655|groen|4649900|0|0|20100101|20101231|
0329|041186|103655|groen|4729693|0|0|20110101|20111231|
0329|041187|103656|groen|3175700|0|0|20100101|20101231|
0329|041187|103656|groen|3230195|0|0|20110101|20111231|
0329|041188|103657|groen|4039900|0|0|20100101|20101231|
0329|041188|103657|groen|4109225|0|0|20110101|20111231|
0329|041189|103658|groen|262500|0|0|20100101|20101231|
0329|041189|103658|groen|267003|0|0|20110101|20111231|
0329|041190|103659|groen|547500|0|0|20100101|20101231|
0329|041190|103659|groen|556894|0|0|20110101|20111231|
0329|041191|103660|groen|2412100|0|0|20100101|20101231|
0329|041191|103660|groen|2453491|0|0|20110101|20111231|
0329|041192|103661|groen|3395300|0|0|20100101|20101231|
0329|041192|103661|groen|3453564|0|0|20110101|20111231|
0329|041193|103662|groen|814000|0|0|20100101|20101231|
0329|041193|103662|groen|827967|0|0|20110101|20111231|
0329|041194|103663|groen|1417700|0|0|20100101|20101231|
0329|041194|103663|groen|1442027|0|0|20110101|20111231|
0329|041195|103664|groen|3208500|0|0|20100101|20101231|
0329|041195|103664|groen|3263558|0|0|20110101|20111231|
0329|041196|103665|groen|4019700|0|0|20100101|20101231|
0329|041196|103665|groen|4088679|0|0|20110101|20111231|
0329|041197|103666|groen|353400|0|0|20100101|20101231|
0329|041197|103666|groen|359463|0|0|20110101|20111231|
0329|041198|103667|groen|2503700|0|0|20100101|20101231|
0329|041198|103667|groen|2546663|0|0|20110101|20111231|
0329|041199|103668|groen|3591200|0|0|20100101|20101231|
0329|041199|103668|groen|3652825|0|0|20110101|20111231|
0329|041200|103669|groen|358000|0|0|20100101|20101231|
0329|041200|103669|groen|364142|0|0|20110101|20111231|
0329|041201|103670|groen|2330300|0|0|20100101|20101231|
0329|041201|103670|groen|2370288|0|0|20110101|20111231|
0329|041202|103671|groen|3264500|0|0|20100101|20101231|
0329|041202|103671|groen|3320519|0|0|20110101|20111231|
0329|041203|103672|groen|355600|0|0|20100101|20101231|
0329|041203|103672|groen|361701|0|0|20110101|20111231|
0329|041204|103673|groen|2367200|0|0|20100101|20101231|
0329|041204|103673|groen|2407821|0|0|20110101|20111231|
0329|041205|103674|groen|3304000|0|0|20100101|20101231|
0329|041205|103674|groen|3360697|0|0|20110101|20111231|
0329|041206|103675|groen|370800|0|0|20100101|20101231|
0329|041206|103675|groen|377162|0|0|20110101|20111231|
0329|041207|103676|groen|802400|0|0|20100101|20101231|
0329|041207|103676|groen|816168|0|0|20110101|20111231|
0329|041208|103677|groen|1398800|0|0|20100101|20101231|
0329|041208|103677|groen|1422803|0|0|20110101|20111231|
0329|041209|103678|groen|3365300|0|0|20100101|20101231|
0329|041209|103678|groen|3423049|0|0|20110101|20111231|
0329|041210|103679|groen|4325400|0|0|20100101|20101231|
0329|041210|103679|groen|4399625|0|0|20110101|20111231|
0329|042160|103680|groen|485400|0|0|20100101|20101231|
0329|042160|103680|groen|493729|0|0|20110101|20111231|
0329|042161|103681|groen|591900|0|0|20100101|20101231|
0329|042161|103681|groen|602057|0|0|20110101|20111231|
0329|042162|103682|groen|479600|0|0|20100101|20101231|
0329|042162|103682|groen|487830|0|0|20110101|20111231|
0329|042163|103683|groen|558100|0|0|20100101|20101231|
0329|042163|103683|groen|567677|0|0|20110101|20111231|
0329|042164|103684|groen|636600|0|0|20100101|20101231|
0329|042164|103684|groen|647524|0|0|20110101|20111231|
0329|042165|103685|groen|553800|0|0|20100101|20101231|
0329|042165|103685|groen|563303|0|0|20110101|20111231|
0329|042166|103686|groen|635500|0|0|20100101|20101231|
0329|042166|103686|groen|646405|0|0|20110101|20111231|
0329|042167|103687|groen|527000|0|0|20100101|20101231|
0329|042167|103687|groen|536043|0|0|20110101|20111231|
0329|042168|103688|groen|580300|0|0|20100101|20101231|
0329|042168|103688|groen|590258|0|0|20110101|20111231|
0329|042169|103689|groen|582300|0|0|20100101|20101231|
0329|042169|103689|groen|592292|0|0|20110101|20111231|
0329|042170|103690|groen|2893100|0|0|20100101|20101231|
0329|042170|103690|groen|2942747|0|0|20110101|20111231|
0329|042171|103691|groen|4194400|0|0|20100101|20101231|
0329|042171|103691|groen|4266377|0|0|20110101|20111231|
0329|042172|103692|groen|588600|0|0|20100101|20101231|
0329|042172|103692|groen|598700|0|0|20110101|20111231|
0329|042173|103693|groen|2596700|0|0|20100101|20101231|
0329|042173|103693|groen|2641260|0|0|20110101|20111231|
0329|042174|103694|groen|3572000|0|0|20100101|20101231|
0329|042174|103694|groen|3633297|0|0|20110101|20111231|
0329|042175|103695|groen|1397300|0|0|20100101|20101231|
0329|042175|103695|groen|1421278|0|0|20110101|20111231|
0329|042176|103696|groen|2158800|0|0|20100101|20101231|
0329|042176|103696|groen|2195846|0|0|20110101|20111231|
0329|042177|103697|groen|3059600|0|0|20100101|20101231|
0329|042177|103697|groen|3112104|0|0|20110101|20111231|
0329|042178|103698|groen|4561900|0|0|20100101|20101231|
0329|042178|103698|groen|4640184|0|0|20110101|20111231|
0329|042179|103699|groen|2834300|0|0|20100101|20101231|
0329|042179|103699|groen|2882937|0|0|20110101|20111231|
0329|042180|103700|groen|4073800|0|0|20100101|20101231|
0329|042180|103700|groen|4143708|0|0|20110101|20111231|
0329|042181|103701|groen|583900|0|0|20100101|20101231|
0329|042181|103701|groen|593919|0|0|20110101|20111231|
0329|042182|103702|groen|2885000|0|0|20100101|20101231|
0329|042182|103702|groen|2934508|0|0|20110101|20111231|
0329|042183|103703|groen|4160700|0|0|20100101|20101231|
0329|042183|103703|groen|4232099|0|0|20110101|20111231|
0329|042184|103704|groen|580300|0|0|20100101|20101231|
0329|042184|103704|groen|590258|0|0|20110101|20111231|
0329|042185|103705|groen|4098000|0|0|20100101|20101231|
0329|042185|103705|groen|4168323|0|0|20110101|20111231|
0329|042186|103706|groen|4868900|0|0|20100101|20101231|
0329|042186|103706|groen|4952452|0|0|20110101|20111231|
0329|042187|103707|groen|3394700|0|0|20100101|20101231|
0329|042187|103707|groen|3452954|0|0|20110101|20111231|
0329|042188|103708|groen|4258900|0|0|20100101|20101231|
0329|042188|103708|groen|4331984|0|0|20110101|20111231|
0329|042189|103709|groen|481500|0|0|20100101|20101231|
0329|042189|103709|groen|489762|0|0|20110101|20111231|
0329|042190|103710|groen|766500|0|0|20100101|20101231|
0329|042190|103710|groen|779653|0|0|20110101|20111231|
0329|042191|103711|groen|2631100|0|0|20100101|20101231|
0329|042191|103711|groen|2676250|0|0|20110101|20111231|
0329|042192|103712|groen|3614300|0|0|20100101|20101231|
0329|042192|103712|groen|3676323|0|0|20110101|20111231|
0329|042193|103713|groen|1033000|0|0|20100101|20101231|
0329|042193|103713|groen|1050726|0|0|20110101|20111231|
0329|042194|103714|groen|1636700|0|0|20100101|20101231|
0329|042194|103714|groen|1664786|0|0|20110101|20111231|
0329|042195|103715|groen|3427500|0|0|20100101|20101231|
0329|042195|103715|groen|3486317|0|0|20110101|20111231|
0329|042196|103716|groen|4238700|0|0|20100101|20101231|
0329|042196|103716|groen|4311438|0|0|20110101|20111231|
0329|042197|103717|groen|572400|0|0|20100101|20101231|
0329|042197|103717|groen|582222|0|0|20110101|20111231|
0329|042198|103718|groen|2722700|0|0|20100101|20101231|
0329|042198|103718|groen|2769422|0|0|20110101|20111231|
0329|042199|103719|groen|3810200|0|0|20100101|20101231|
0329|042199|103719|groen|3875584|0|0|20110101|20111231|
0329|042200|103720|groen|577000|0|0|20100101|20101231|
0329|042200|103720|groen|586901|0|0|20110101|20111231|
0329|042201|103721|groen|2549300|0|0|20100101|20101231|
0329|042201|103721|groen|2593047|0|0|20110101|20111231|
0329|042202|103722|groen|3483500|0|0|20100101|20101231|
0329|042202|103722|groen|3543278|0|0|20110101|20111231|
0329|042203|103723|groen|574600|0|0|20100101|20101231|
0329|042203|103723|groen|584460|0|0|20110101|20111231|
0329|042204|103724|groen|2586200|0|0|20100101|20101231|
0329|042204|103724|groen|2630580|0|0|20110101|20111231|
0329|042205|103725|groen|3523000|0|0|20100101|20101231|
0329|042205|103725|groen|3583456|0|0|20110101|20111231|
0329|042206|103726|groen|589800|0|0|20100101|20101231|
0329|042206|103726|groen|599921|0|0|20110101|20111231|
0329|042207|103727|groen|1021400|0|0|20100101|20101231|
0329|042207|103727|groen|1038927|0|0|20110101|20111231|
0329|042208|103728|groen|1617800|0|0|20100101|20101231|
0329|042208|103728|groen|1645562|0|0|20110101|20111231|
0329|042209|103729|groen|3584300|0|0|20100101|20101231|
0329|042209|103729|groen|3645808|0|0|20110101|20111231|
0329|042210|103730|groen|4544400|0|0|20100101|20101231|
0329|042210|103730|groen|4622384|0|0|20110101|20111231|
0329|043160|103731|groen|650500|0|0|20100101|20101231|
0329|043160|103731|groen|661662|0|0|20110101|20111231|
0329|043161|103732|groen|757000|0|0|20100101|20101231|
0329|043161|103732|groen|769990|0|0|20110101|20111231|
0329|043162|103733|groen|644700|0|0|20100101|20101231|
0329|043162|103733|groen|655763|0|0|20110101|20111231|
0329|043163|103734|groen|723200|0|0|20100101|20101231|
0329|043163|103734|groen|735610|0|0|20110101|20111231|
0329|043164|103735|groen|801700|0|0|20100101|20101231|
0329|043164|103735|groen|815457|0|0|20110101|20111231|
0329|043165|103736|groen|718900|0|0|20100101|20101231|
0329|043165|103736|groen|731236|0|0|20110101|20111231|
0329|043166|103737|groen|800600|0|0|20100101|20101231|
0329|043166|103737|groen|814338|0|0|20110101|20111231|
0329|043167|103738|groen|692100|0|0|20100101|20101231|
0329|043167|103738|groen|703976|0|0|20110101|20111231|
0329|043168|103739|groen|745400|0|0|20100101|20101231|
0329|043168|103739|groen|758191|0|0|20110101|20111231|
0329|043169|103740|groen|747400|0|0|20100101|20101231|
0329|043169|103740|groen|760225|0|0|20110101|20111231|
0329|043170|103741|groen|3058200|0|0|20100101|20101231|
0329|043170|103741|groen|3110680|0|0|20110101|20111231|
0329|043171|103742|groen|4359500|0|0|20100101|20101231|
0329|043171|103742|groen|4434310|0|0|20110101|20111231|
0329|043172|103743|groen|753700|0|0|20100101|20101231|
0329|043172|103743|groen|766633|0|0|20110101|20111231|
0329|043173|103744|groen|2761800|0|0|20100101|20101231|
0329|043173|103744|groen|2809193|0|0|20110101|20111231|
0329|043174|103745|groen|3737100|0|0|20100101|20101231|
0329|043174|103745|groen|3801230|0|0|20110101|20111231|
0329|043175|103746|groen|1562400|0|0|20100101|20101231|
0329|043175|103746|groen|1589211|0|0|20110101|20111231|
0329|043176|103747|groen|2323900|0|0|20100101|20101231|
0329|043176|103747|groen|2363779|0|0|20110101|20111231|
0329|043177|103748|groen|3224700|0|0|20100101|20101231|
0329|043177|103748|groen|3280037|0|0|20110101|20111231|
0329|043178|103749|groen|4727000|0|0|20100101|20101231|
0329|043178|103749|groen|4808117|0|0|20110101|20111231|
0329|043179|103750|groen|2999400|0|0|20100101|20101231|
0329|043179|103750|groen|3050870|0|0|20110101|20111231|
0329|043180|103751|groen|4238900|0|0|20100101|20101231|
0329|043180|103751|groen|4311641|0|0|20110101|20111231|
0329|043181|103752|groen|749000|0|0|20100101|20101231|
0329|043181|103752|groen|761852|0|0|20110101|20111231|
0329|043182|103753|groen|3050100|0|0|20100101|20101231|
0329|043182|103753|groen|3102441|0|0|20110101|20111231|
0329|043183|103754|groen|4325800|0|0|20100101|20101231|
0329|043183|103754|groen|4400032|0|0|20110101|20111231|
0329|043184|103755|groen|745400|0|0|20100101|20101231|
0329|043184|103755|groen|758191|0|0|20110101|20111231|
0329|043185|103756|groen|4263100|0|0|20100101|20101231|
0329|043185|103756|groen|4336256|0|0|20110101|20111231|
0329|043186|103757|groen|5034000|0|0|20100101|20101231|
0329|043186|103757|groen|5120385|0|0|20110101|20111231|
0329|043187|103758|groen|3559800|0|0|20100101|20101231|
0329|043187|103758|groen|3620887|0|0|20110101|20111231|
0329|043188|103759|groen|4424000|0|0|20100101|20101231|
0329|043188|103759|groen|4499917|0|0|20110101|20111231|
0329|043189|103760|groen|646600|0|0|20100101|20101231|
0329|043189|103760|groen|657695|0|0|20110101|20111231|
0329|043190|103761|groen|931600|0|0|20100101|20101231|
0329|043190|103761|groen|947586|0|0|20110101|20111231|
0329|043191|103762|groen|2796200|0|0|20100101|20101231|
0329|043191|103762|groen|2844183|0|0|20110101|20111231|
0329|043192|103763|groen|3779400|0|0|20100101|20101231|
0329|043192|103763|groen|3844256|0|0|20110101|20111231|
0329|043193|103764|groen|1198100|0|0|20100101|20101231|
0329|043193|103764|groen|1218659|0|0|20110101|20111231|
0329|043194|103765|groen|1801800|0|0|20100101|20101231|
0329|043194|103765|groen|1832719|0|0|20110101|20111231|
0329|043195|103766|groen|3592600|0|0|20100101|20101231|
0329|043195|103766|groen|3654250|0|0|20110101|20111231|
0329|043196|103767|groen|4403800|0|0|20100101|20101231|
0329|043196|103767|groen|4479371|0|0|20110101|20111231|
0329|043197|103768|groen|737500|0|0|20100101|20101231|
0329|043197|103768|groen|750155|0|0|20110101|20111231|
0329|043198|103769|groen|2887800|0|0|20100101|20101231|
0329|043198|103769|groen|2937355|0|0|20110101|20111231|
0329|043199|103770|groen|3975300|0|0|20100101|20101231|
0329|043199|103770|groen|4043517|0|0|20110101|20111231|
0329|043200|103771|groen|742100|0|0|20100101|20101231|
0329|043200|103771|groen|754834|0|0|20110101|20111231|
0329|043201|103772|groen|2714400|0|0|20100101|20101231|
0329|043201|103772|groen|2760980|0|0|20110101|20111231|
0329|043202|103773|groen|3648600|0|0|20100101|20101231|
0329|043202|103773|groen|3711211|0|0|20110101|20111231|
0329|043203|103774|groen|739700|0|0|20100101|20101231|
0329|043203|103774|groen|752393|0|0|20110101|20111231|
0329|043204|103775|groen|2751300|0|0|20100101|20101231|
0329|043204|103775|groen|2798513|0|0|20110101|20111231|
0329|043205|103776|groen|3688100|0|0|20100101|20101231|
0329|043205|103776|groen|3751389|0|0|20110101|20111231|
0329|043206|103777|groen|754900|0|0|20100101|20101231|
0329|043206|103777|groen|767854|0|0|20110101|20111231|
0329|043207|103778|groen|1186500|0|0|20100101|20101231|
0329|043207|103778|groen|1206860|0|0|20110101|20111231|
0329|043208|103779|groen|1782900|0|0|20100101|20101231|
0329|043208|103779|groen|1813495|0|0|20110101|20111231|
0329|043209|103780|groen|3749400|0|0|20100101|20101231|
0329|043209|103780|groen|3813741|0|0|20110101|20111231|
0329|043210|103781|groen|4709500|0|0|20100101|20101231|
0329|043210|103781|groen|4790317|0|0|20110101|20111231|
0329|044160|103782|groen|953700|0|0|20100101|20101231|
0329|044160|103782|groen|970065|0|0|20110101|20111231|
0329|044161|103783|groen|1060200|0|0|20100101|20101231|
0329|044161|103783|groen|1078393|0|0|20110101|20111231|
0329|044162|103784|groen|947900|0|0|20100101|20101231|
0329|044162|103784|groen|964166|0|0|20110101|20111231|
0329|044163|103785|groen|1026400|0|0|20100101|20101231|
0329|044163|103785|groen|1044013|0|0|20110101|20111231|
0329|044164|103786|groen|1104900|0|0|20100101|20101231|
0329|044164|103786|groen|1123860|0|0|20110101|20111231|
0329|044165|103787|groen|1022100|0|0|20100101|20101231|
0329|044165|103787|groen|1039639|0|0|20110101|20111231|
0329|044166|103788|groen|1103800|0|0|20100101|20101231|
0329|044166|103788|groen|1122741|0|0|20110101|20111231|
0329|044167|103789|groen|995300|0|0|20100101|20101231|
0329|044167|103789|groen|1012379|0|0|20110101|20111231|
0329|044168|103790|groen|1048600|0|0|20100101|20101231|
0329|044168|103790|groen|1066594|0|0|20110101|20111231|
0329|044169|103791|groen|1050600|0|0|20100101|20101231|
0329|044169|103791|groen|1068628|0|0|20110101|20111231|
0329|044170|103792|groen|3361400|0|0|20100101|20101231|
0329|044170|103792|groen|3419083|0|0|20110101|20111231|
0329|044171|103793|groen|4662700|0|0|20100101|20101231|
0329|044171|103793|groen|4742713|0|0|20110101|20111231|
0329|044172|103794|groen|1056900|0|0|20100101|20101231|
0329|044172|103794|groen|1075036|0|0|20110101|20111231|
0329|044173|103795|groen|3065000|0|0|20100101|20101231|
0329|044173|103795|groen|3117596|0|0|20110101|20111231|
0329|044174|103796|groen|4040300|0|0|20100101|20101231|
0329|044174|103796|groen|4109633|0|0|20110101|20111231|
0329|044175|103797|groen|1865600|0|0|20100101|20101231|
0329|044175|103797|groen|1897614|0|0|20110101|20111231|
0329|044176|103798|groen|2627100|0|0|20100101|20101231|
0329|044176|103798|groen|2672182|0|0|20110101|20111231|
0329|044177|103799|groen|3527900|0|0|20100101|20101231|
0329|044177|103799|groen|3588440|0|0|20110101|20111231|
0329|044178|103800|groen|5030200|0|0|20100101|20101231|
0329|044178|103800|groen|5116520|0|0|20110101|20111231|
0329|044179|103801|groen|3302600|0|0|20100101|20101231|
0329|044179|103801|groen|3359273|0|0|20110101|20111231|
0329|044180|103802|groen|4542100|0|0|20100101|20101231|
0329|044180|103802|groen|4620044|0|0|20110101|20111231|
0329|044181|103803|groen|1052200|0|0|20100101|20101231|
0329|044181|103803|groen|1070255|0|0|20110101|20111231|
0329|044182|103804|groen|3353300|0|0|20100101|20101231|
0329|044182|103804|groen|3410844|0|0|20110101|20111231|
0329|044183|103805|groen|4629000|0|0|20100101|20101231|
0329|044183|103805|groen|4708435|0|0|20110101|20111231|
0329|044184|103806|groen|1048600|0|0|20100101|20101231|
0329|044184|103806|groen|1066594|0|0|20110101|20111231|
